set4_id,DataVizRoles_collapsed,YearsDataVizExperience_buckets,DataVizCentralityFreelance,ToolsChoiceFreelance,ToolsUnchoiceProblemsFreelance_,ToolsUnchoiceProblemsFreelance_PoorCustomization,ToolsUnchoiceProblemsFreelance_MisfitForTask,ToolsUnchoiceProblemsFreelance_CostsAndOrLicenseIssues,ToolsUnchoiceProblemsFreelance_PerformanceIssues,ToolsUnchoiceProblemsFreelance_HardToLearn,ToolsUnchoiceProblemsFreelance_CannotIntegrateWithOtherTools,ToolsUnchoiceProblemsFreelance_SharingLimits,ToolsUnchoiceProblemsFreelance_SecurityOrGovernance,ToolsUnchoiceProblemsFreelance_PoorUXUIAccessibility,ToolsUnchoiceProblemsFreelance_PoorSupportOrPoorDocumentation,ToolsUnchoiceProblemsFreelance_Other__,DataVizCentralityEmployee,ToolsChoiceEmployee,ToolsUnchoiceProblemsEmployee_,ToolsUnchoiceProblemsEmployee_PoorCustomization,ToolsUnchoiceProblemsEmployee_MisfitForTask,ToolsUnchoiceProblemsEmployee_CostsAndOrLicenseIssues,ToolsUnchoiceProblemsEmployee_PerformanceIssues,ToolsUnchoiceProblemsEmployee_HardToLearn,ToolsUnchoiceProblemsEmployee_CannotIntegrateWithOtherTools,ToolsUnchoiceProblemsEmployee_SharingLimits,ToolsUnchoiceProblemsEmployee_SecurityOrGovernance,ToolsUnchoiceProblemsEmployee_PoorUXUIAccessibility,ToolsUnchoiceProblemsEmployee_PoorSupportOrPoorDocumentation,ToolsUnchoiceProblemsEmployee_Other__,OrgIndustry_,OrgIndustry_Finance,OrgIndustry_HealthMed,OrgIndustry_IT,OrgIndustry_Journalism,OrgIndustry_Marketing,OrgIndustry_ConsultantMulti,OrgIndustry_Other__,OrgSize,ChartsUsed_,ChartsUsed_Line,ChartsUsed_Bar,ChartsUsed_PieOrDonut,ChartsUsed_Scatterplot,ChartsUsed_Histogram,ChartsUsed_Boxplot,ChartsUsed_DotPlot,ChartsUsed_Hexbin,ChartsUsed_Heatmap,ChartsUsed_Infographic,ChartsUsed_Pictorial,ChartsUsed_Treemap,ChartsUsed_Dendrogram,ChartsUsed_Network,ChartsUsed_Waffle,ChartsUsed_Flow,ChartsUsed_3D,ChartsUsed_VRorAR,ChartsUsed_BeeSwarm,ChartsUsed_ForceDirected,ChartsUsed_ChoroplethMap,ChartsUsed_OtherGeospatialMap,ChartsUsed_Other__,AI_DataViz_Use,AI_DataViz_Tasks_,AI_DataViz_Tasks_combined,AI_DataViz_Tasks_Prep,AI_DataViz_Tasks_Analysis,AI_DataViz_Tasks_Storyboarding,AI_DataViz_Tasks_Visualizations,AI_DataViz_Tasks_VizTasksTeams,AI_DataViz_Tasks_Other,AI_DataViz_Workflow__,ToolsFreq_,ToolsFreq_ArcGIS,ToolsFreq_Canva,ToolsFreq_Canvas,ToolsFreq_D3,ToolsFreq_Datawrapper,ToolsFreq_Excel,ToolsFreq_Figma,ToolsFreq_Flourish,ToolsFreq_ggplot2,ToolsFreq_Gephi,ToolsFreq_GoogleDataStudio,ToolsFreq_GoogleSheets,ToolsFreq_Highcharts,ToolsFreq_Illustrator,ToolsFreq_Leaflet,ToolsFreq_Looker,ToolsFreq_Mapbox,ToolsFreq_Matplotlib,ToolsFreq_Observable,ToolsFreq_P5orProcessing,ToolsFreq_PenPaper,ToolsFreq_PhysicalMaterials,ToolsFreq_Plotly,ToolsFreq_PowerBI,ToolsFreq_PowerPoint,ToolsFreq_Python,ToolsFreq_QGIS,ToolsFreq_Qlik,ToolsFreq_R,ToolsFreq_RAWGraphs,ToolsFreq_React,ToolsFreq_Svelte,ToolsFreq_Tableau,ToolsFreq_Vega,ToolsFreq_Vue,ToolsFreq_WebComponents,ToolsFreq_WebGL,Tools_Other__,ToolsLiking_TopThree__,AudienceFreelance_,AudienceFreelance_Public,AudienceFreelance_Analysts,AudienceFreelance_Engineers,AudienceFreelance_Scientists,AudienceFreelance_Medical,AudienceFreelance_ProdProjManagers,AudienceFreelance_PolicyMakers,AudienceFreelance_Execs,AudienceFreelance_Designers,AudienceFreelance_Researchers,AudienceFreelance_Students,AudienceFreelance_Educators,AudienceFreelance_AdminPersonnel,AudienceFreelance_DataVizEnthusiasts,AudienceFreelance_Self,AudienceFreelance_Other__,AudienceEmployee_,AudienceEmployee_Public,AudienceEmployee_Analysts,AudienceEmployee_Engineers,AudienceEmployee_Scientists,AudienceEmployee_Medical,AudienceEmployee_ProdProjManagers,AudienceEmployee_PolicyMakers,AudienceEmployee_Execs,AudienceEmployee_Designers,AudienceEmployee_Researchers,AudienceEmployee_Students,AudienceEmployee_Educators,AudienceEmployee_AdminPersonnel,AudienceEmployee_DataVizEnthusiasts,AudienceEmployee_Self,AudienceEmployee_Other__,DataVizSharingChannels_,DataVizSharingChannels_EmbeddedInTool,DataVizSharingChannels_Dashboard,DataVizSharingChannels_Scrollytelling,DataVizSharingChannels_StaticWebPage,DataVizSharingChannels_InteractiveNotebook,DataVizSharingChannels_DocumentOrReport,DataVizSharingChannels_Presentations,DataVizSharingChannels_Email,DataVizSharingChannels_NewspaperorMagazine,DataVizSharingChannels_PeerReviewedJournal,DataVizSharingChannels_PrintedOnPaper,DataVizSharingChannels_OtherPhysicalMedium,DataVizSharingChannels_VRorAR,DataVizSharingChannels_Installation,DataVizSharingChannels_App,DataVizSharingChannels_Video,DataVizSharingChannels_SocialMedia,DataVizSharingChannels_Other__
dQgX,FreelanceAND,6-10,Data visualization is the primary focus of my freelance work.,I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],13,x,x,x,x,x,[^not chosen],x,[^not chosen],x,x,x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],x,x,[^not chosen],Yes,4,Prep_Analysis_Ideating,x,x,x,[^not chosen],[^not chosen],Copywriting,Treating it like an eager intern on basic tasks.,14,Never,Often,Never,Never,Often,Sometimes,Sometimes,Often,Never,Never,Rarely,Often,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Often,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,[^not answered],Canva; Flourish; Datawrapper,7,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],x,Evaluators,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],8,[^not chosen],x,x,x,[^not chosen],x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen]
AXYE,EmployeeAND,1-5,Data visualization is the primary focus of my freelance work.,I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Data visualization is the primary focus of my job.,We have a set list of tools we’re expected to use for data visualization and this causes no problems.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Mobile Gaming,500–999 employees,9,x,x,x,x,x,[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Yes,2,Prep_Analysis,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],"Data pipelines design and testing, sql debugging, documentation",7,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Often,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Databricks,[^not answered],5,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],x,x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],5,[^not chosen],x,x,[^not chosen],[^not chosen],x,[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],4,[^not chosen],x,[^not chosen],[^not chosen],x,x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
YWBH,EmployeeAND,1-5,"Data visualization is an important secondary part of my freelance work, but not the primary focus.",I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],9,x,x,[^not chosen],x,[^not chosen],x,x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],Yes,2,Prep_Visuals,x,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not answered],9,Never,Never,Never,Rarely,Never,Never,Never,Never,Often,Never,Never,Never,Often,Never,Often,Never,Never,Never,Never,Never,Rarely,Never,Sometimes,Never,Never,Rarely,Often,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],ggplot;QGIS,10,x,x,[^not chosen],x,[^not chosen],[^not chosen],x,x,[^not chosen],x,x,x,x,[^not chosen],x,[^not chosen],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],7,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],x,x,[^not chosen],x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen]
rBhP,Employee,1-5,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Data visualization is an important secondary part of my job, but not the primary focus.",I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",5,x,x,[^not chosen],x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],21,Never,Never,Rarely,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Rarely,Never,Rarely,Rarely,Sometimes,Never,Often,Rarely,Sometimes,Never,Sometimes,Sometimes,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Never,Rarely,ECharts; G2,Vega-lite; Observable; Pen,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],2,[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],4,[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Interactive Web Page
pbQg,Student,6-10,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Informal Education,20–99 employees,5,x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Radial bar chart,No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],4,Never,Rarely,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,No,[^not answered],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],2,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
NVEc,Employee,6-10,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Data visualization is the primary focus of my job.,I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],4,[^not chosen],[^not chosen],x,x,x,x,[^not chosen],Fewer than 20 employees,17,x,x,x,x,x,[^not chosen],x,[^not chosen],x,x,x,x,[^not chosen],x,x,x,[^not chosen],[^not chosen],x,x,x,x,[^not chosen],No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],13,Never,Never,Sometimes,Often,Never,Often,Often,Sometimes,Never,Never,Never,Often,Never,Often,Never,Never,Sometimes,Never,Rarely,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,HTML; CSS; JavaScript; Node.js,Svelte; HTML; CSS; JavaScript; Figma,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],6,[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],x,[^not chosen],x,x,[^not chosen]
WjRK,Hobbyist,Less than 1 year,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Data visualization is one of several things I do in my job, but not a primary or secondary focus of my role.",I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],20–99 employees,3,x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],3,Never,Often,Never,Never,Never,Often,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],[^not answered],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],2,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],non-profit,5,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],x,x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
ZEGJ,Freelance,6-10,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Data visualization is an important secondary part of my job, but not the primary focus.",I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Non-profit program evaluation,20–99 employees,11,x,x,x,x,x,x,x,[^not chosen],x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],8,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Often,Never,Never,Never,Sometimes,Never,Never,Never,Never,SAS,"R, ggplot",0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],4,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],5,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
rDiY,Hobbyist,1-5,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Data visualization is an important secondary part of my job, but not the primary focus.",We have a set list of tools we’re expected to use for data visualization and this causes no problems.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],100–499 employees,6,x,x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],4,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],Excel,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],3,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Other (please specify and use semicolons (;) to separate distinct items),4,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen]
BBfW,Freelance,1-5,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Data visualization is an important secondary part of my job, but not the primary focus.",I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],2,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],100–499 employees,16,x,x,x,x,x,x,x,x,x,x,[^not chosen],x,[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],x,[^not chosen],x,x,[^not chosen],No,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],24,Sometimes,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Often,Rarely,Rarely,Rarely,Sometimes,Rarely,Often,Never,Sometimes,Rarely,Rarely,Never,Often,Rarely,Often,Rarely,Rarely,Sometimes,Often,Never,Often,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,[^not answered],[^not answered],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],9,x,x,[^not chosen],x,[^not chosen],[^not chosen],x,x,[^not chosen],x,[^not chosen],[^not chosen],x,x,x,[^not chosen],8,[^not chosen],x,[^not chosen],x,[^not chosen],x,x,x,x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen]
yCWf,Employee,6-10,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Data visualization is an important secondary part of my job, but not the primary focus.",I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Gaming,20–99 employees,4,x,x,[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Yes,2,Prep_Visuals,x,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not answered],11,Never,Never,Never,Often,Never,Never,Never,Never,Often,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Often,Never,Never,Never,Never,Never,Often,Never,Never,Often,Never,Never,Never,Often,Never,[^not answered],"D3, svelte, ggplot",0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],4,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen]
MSdV,Employee,1-5,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Data visualization is the primary focus of my job.,I’m able to choose my own tools.,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],100–499 employees,8,x,x,x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],Yes,2,Prep_Other,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],help me code,[^not answered],15,Never,Never,Never,Sometimes,Often,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Never,Often,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Rarely,Never,Never,Often,Never,Never,Often,Never,Never,Never,Never,Never,[^not answered],svelte;d3.js;flourish,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],4,[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen]
